"BLOCK","LOT","TAX.CLASS","SALE.PRICE","Year"
"1403","33","2","900000",2003
"1403","33","2","900000",2003
"1403","33","2","4200000",2003
"1403","33","2","1469247",2003
"1403","33","2","552500",2003
"1403","33","2","715000",2003
"1403","33","2","1725000",2003
"1404","14","2","1550000",2003
"1404","33","2","600000",2003
"1404","52","2","750000",2003
"1404","52","2","950000",2003
"1405","33","2","1375000",2003
"1405","40","2","985000",2003
"1405","40","2","550000",2003
"1405","40","2","865000",2003
"1405","40","2","1125000",2003
"1405","40","2","1535000",2003
"1405","40","2","1535000",2003
"1406","17","2","817000",2003
"1406","41","2","850000",2003
"1406","41","2","920000",2003
"1406","41","2","0",2003
"1406","41","2","0",2003
"1406","41","2","0",2003
"1406","41","2","0",2003
"1406","41","2","1650000",2003
"1406","41","2","1640000",2003
"1406","41","2","885000",2003
"1406","41","2","2100000",2003
"1406","41","2","1900000",2003
"1406","41","2","999000",2003
"1406","41","2","1595000",2003
"1406","41","2","830000",2003
"1406","46","2","735000",2003
"1406","65","2","1800000",2003
"1406","65","2","825000",2003
"1406","65","2","480000",2003
"1406","65","2","231667",2003
"1406","69","2","3350000",2003
"1406","69","2","3375000",2003
"1407","8","2","3150000",2003
"1407","16","2","1200000",2003
"1407","20","2","3400000",2003
"1407","26","2","2850000",2003
"1407","26","2","900000",2003
"1407","26","2","2400000",2003
"1407","33","2","485000",2003
"1407","33","2","800000",2003
"1407","33","2","775000",2003
"1407","33","2","410000",2003
"1407","33","2","854166",2003
"1407","33","2","450000",2003
"1407","33","2","1250000",2003
"1407","33","2","222500",2003
"1407","33","2","1250000",2003
"1407","33","2","850000",2003
"1407","33","2","290000",2003
"1407","33","2","445000",2003
"1407","51","2","1850000",2003
"1408","1","2","1250000",2003
"1408","1","2","1260000",2003
"1408","1","2","720000",2003
"1408","20","2","2650000",2003
"1408","20","2","3225000",2003
"1408","22","2","345000",2003
"1408","33","2","850000",2003
"1408","33","2","475000",2003
"1408","33","2","815000",2003
"1408","33","2","515000",2003
"1408","33","2","480000",2003
"1408","33","2","480000",2003
"1408","33","2","475000",2003
"1408","33","2","472500",2003
"1408","33","2","495000",2003
"1408","33","2","501000",2003
"1408","33","2","1085000",2003
"1408","33","2","400000",2003
"1408","40","2","370000",2003
"1408","40","2","310000",2003
"1409","1","2","1150000",2003
"1409","1","2","1358000",2003
"1409","1","2","1250000",2003
"1409","1","2","1675000",2003
"1409","1","2","1142500",2003
"1409","9","2","575000",2003
"1409","9","2","715000",2003
"1409","32","2","315000",2003
"1409","33","2","700000",2003
"1409","33","2","1128000",2003
"1409","33","2","250000",2003
"1409","33","2","400000",2003
"1409","33","2","400000",2003
"1409","33","2","755000",2003
"1409","33","2","475000",2003
"1409","33","2","650000",2003
"1409","33","2","237650",2003
"1409","33","2","472500",2003
"1409","40","2","235000",2003
"1409","40","2","275000",2003
"1409","40","2","735000",2003
"1409","40","2","250000",2003
"1409","40","2","300000",2003
"1409","40","2","1737500",2003
"1409","40","2","520989",2003
"1409","40","2","18165",2003
"1409","43","2","112500",2003
"1409","43","2","265000",2003
"1409","61","2","1160194",2003
"1409","69","2","1750000",2003
"1409","69","2","315000",2003
"1409","69","2","490000",2003
"1410","9","2","395000",2003
"1410","9","2","599000",2003
"1410","14","2","748000",2003
"1410","14","2","293000",2003
"1410","14","2","425000",2003
"1410","24","2","1720000",2003
"1410","69","2","2950000",2003
"1410","69","2","1150000",2003
"1411","23","2","780000",2003
"1411","23","2","401000",2003
"1411","23","2","400000",2003
"1411","23","2","1725000",2003
"1411","23","2","530000",2003
"1411","23","2","699000",2003
"1411","40","2","370000",2003
"1411","40","2","449000",2003
"1411","40","2","1147500",2003
"1411","40","2","695000",2003
"1411","40","2","787000",2003
"1411","40","2","395000",2003
"1411","40","2","237000",2003
"1411","40","2","417500",2003
"1411","53","2","483000",2003
"1411","53","2","760000",2003
"1411","53","2","995000",2003
"1412","71","2","1850000",2003
"1412","71","2","1900000",2003
"1413","1","2","4400000",2003
"1413","4","2","1400000",2003
"1413","27","2","690000",2003
"1413","27","2","717500",2003
"1413","40","2","2600000",2003
"1413","40","2","1500000",2003
"1413","40","2","1030000",2003
"1413","57","2","3750000",2003
"1413","64","2","1300000",2003
"1413","64","2","1018980",2003
"1413","64","2","368000",2003
"1413","64","2","470000",2003
"1417","1","2","1600000",2003
"1417","1","2","790000",2003
"1417","1","2","861300",2003
"1417","1","2","1750000",2003
"1417","42","2","235000",2003
"1417","42","2","200000",2003
"1417","42","2","150000",2003
"1417","42","2","240000",2003
"1417","42","2","205000",2003
"1418","1","2","400000",2003
"1418","1","2","370000",2003
"1418","1","2","745000",2003
"1418","1","2","0",2003
"1418","1","2","479000",2003
"1418","1","2","325000",2003
"1421","1","2","212500",2003
"1421","1","2","450000",2003
"1421","1","2","280000",2003
"1421","1","2","1225000",2003
"1421","1","2","245000",2003
"1421","1","2","405000",2003
"1421","1","2","1150000",2003
"1421","37","2","870000",2003
"1421","37","2","355000",2003
"1421","37","2","200000",2003
"1421","37","2","890000",2003
"1421","37","2","205000",2003
"1421","37","2","230000",2003
"1421","37","2","255000",2003
"1421","37","2","215000",2003
"1421","37","2","228000",2003
"1421","37","2","4000",2003
"1424","6","2","425000",2003
"1424","6","2","510000",2003
"1424","6","2","610000",2003
"1425","29","2","270000",2003
"1425","29","2","278500",2003
"1425","29","2","267500",2003
"1425","29","2","290000",2003
"1425","29","2","465000",2003
"1425","29","2","325000",2003
"1425","29","2","470000",2003
"1425","35","2","670000",2003
"1425","35","2","675000",2003
"1427","1","2","280976",2003
"1427","1","2","415000",2003
"1427","1","2","825000",2003
"1427","1","2","339000",2003
"1427","7","2","625000",2003
"1427","7","2","670000",2003
"1427","18","2","405000",2003
"1427","18","2","745000",2003
"1427","18","2","313280",2003
"1427","18","2","770000",2003
"1427","18","2","765000",2003
"1427","30","2","240000",2003
"1427","30","2","450000",2003
"1427","30","2","255000",2003
"1427","30","2","165500",2003
"1427","30","2","440000",2003
"1427","30","2","460000",2003
"1427","30","2","900000",2003
"1427","30","2","463500",2003
"1427","30","2","355000",2003
"1427","34","2","438045",2003
"1427","34","2","790000",2003
"1427","34","2","62500",2003
"1427","38","2","440000",2003
"1427","38","2","192500",2003
"1427","38","2","395000",2003
"1427","38","2","220000",2003
"1427","38","2","140000",2003
"1427","38","2","202000",2003
"1427","38","2","499000",2003
"1427","38","2","780000",2003
"1427","38","2","228500",2003
"1427","38","2","470000",2003
"1428","9","2","250000",2003
"1428","9","2","235000",2003
"1428","9","2","1125000",2003
"1428","9","2","200000",2003
"1428","9","2","900000",2003
"1428","13","2","805000",2003
"1428","13","2","437000",2003
"1428","17","2","0",2003
"1428","17","2","150000",2003
"1428","17","2","830000",2003
"1428","17","2","680000",2003
"1428","17","2","820000",2003
"1428","17","2","300000",2003
"1428","17","2","195000",2003
"1428","17","2","199716",2003
"1428","17","2","3400",2003
"1428","17","2","540000",2003
"1428","17","2","840000",2003
"1428","45","2","415000",2003
"1428","45","2","715000",2003
"1428","45","2","195000",2003
"1428","45","2","420000",2003
"1428","45","2","335000",2003
"1429","5","2","715000",2003
"1429","5","2","435000",2003
"1429","5","2","505000",2003
"1429","5","2","525000",2003
"1429","5","2","495000",2003
"1429","5","2","1415000",2003
"1429","5","2","492000",2003
"1429","5","2","490000",2003
"1429","13","2","432000",2003
"1429","13","2","210000",2003
"1429","13","2","107315",2003
"1429","13","2","352000",2003
"1429","13","2","397000",2003
"1429","13","2","415000",2003
"1429","13","2","363830",2003
"1429","13","2","420000",2003
"1429","13","2","496000",2003
"1431","11","2","110000",2003
"1431","13","2","257000",2003
"1431","13","2","337500",2003
"1431","13","2","340000",2003
"1431","13","2","150000",2003
"1431","21","2","208000",2003
"1431","21","2","225000",2003
"1431","39","2","162000",2003
"1432","1","2","1437500",2003
"1432","1","2","300000",2003
"1432","1","2","340000",2003
"1432","1","2","854000",2003
"1432","1","2","350000",2003
"1432","1","2","650000",2003
"1432","5","2","380000",2003
"1432","5","2","675000",2003
"1432","5","2","47000",2003
"1432","5","2","535000",2003
"1432","5","2","162000",2003
"1432","5","2","395000",2003
"1432","5","2","605000",2003
"1432","5","2","150000",2003
"1432","5","2","1500000",2003
"1432","5","2","635000",2003
"1432","5","2","633000",2003
"1432","5","2","160000",2003
"1432","5","2","210000",2003
"1432","45","2","490000",2003
"1432","45","2","1260000",2003
"1432","45","2","779000",2003
"1432","45","2","460000",2003
"1432","45","2","735000",2003
"1432","45","2","820000",2003
"1433","7","2","365000",2003
"1433","7","2","370000",2003
"1433","7","2","362194",2003
"1433","31","2","675000",2003
"1433","31","2","325000",2003
"1433","31","2","325000",2003
"1433","31","2","667500",2003
"1433","31","2","267000",2003
"1433","31","2","675000",2003
"1433","31","2","250000",2003
"1433","31","2","325000",2003
"1433","31","2","305000",2003
"1433","34","2","220000",2003
"1436","19","2","135000",2003
"1437","1","2","525000",2003
"1437","1","2","310000",2003
"1437","1","2","225000",2003
"1437","1","2","260000",2003
"1437","1","2","470000",2003
"1437","1","2","950000",2003
"1437","1","2","260000",2003
"1437","1","2","290000",2003
"1438","1","2","180000",2003
"1438","1","2","295000",2003
"1438","1","2","208000",2003
"1438","1","2","380000",2003
"1438","1","2","359000",2003
"1438","1","2","152500",2003
"1438","1","2","360000",2003
"1438","1","2","218000",2003
"1438","1","2","176000",2003
"1438","1","2","400000",2003
"1438","1","2","315000",2003
"1438","1","2","375000",2003
"1438","1","2","366000",2003
"1438","1","2","165000",2003
"1438","1","2","340000",2003
"1438","1","2","212000",2003
"1439","1","2","380000",2003
"1439","1","2","349000",2003
"1439","1","2","380000",2003
"1439","1","2","348500",2003
"1439","1","2","369000",2003
"1439","1","2","650000",2003
"1439","1","2","283000",2003
"1439","1","2","405000",2003
"1439","1","2","360000",2003
"1439","1","2","332000",2003
"1439","1","2","390000",2003
"1439","1","2","320000",2003
"1440","5","2","380000",2003
"1440","5","2","341200",2003
"1440","5","2","750000",2003
"1441","17","2","50218",2003
"1441","17","2","400000",2003
"1441","17","2","650000",2003
"1441","17","2","240000",2003
"1441","17","2","390000",2003
"1443","1","2","445000",2003
"1443","1","2","370110",2003
"1443","1","2","285000",2003
"1443","1","2","200000",2003
"1443","1","2","422500",2003
"1443","1","2","400000",2003
"1443","1","2","399000",2003
"1443","1","2","282500",2003
"1443","1","2","225000",2003
"1443","1","2","380000",2003
"1443","1","2","475000",2003
"1443","1","2","425000",2003
"1443","1","2","448500",2003
"1443","1","2","215000",2003
"1443","1","2","235000",2003
"1443","1","2","418300",2003
"1443","1","2","1270000",2003
"1443","1","2","490000",2003
"1443","11","2","125000",2003
"1443","11","2","1065000",2003
"1444","8","2","235000",2003
"1444","8","2","215000",2003
"1444","8","2","200000",2003
"1444","8","2","665000",2003
"1444","8","2","170000",2003
"1444","8","2","315000",2003
"1444","8","2","205000",2003
"1444","8","2","176000",2003
"1444","8","2","895000",2003
"1444","8","2","231000",2003
"1444","15","2","1250000",2003
"1444","15","2","525000",2003
"1444","15","2","2600000",2003
"1444","23","2","250000",2003
"1444","23","2","215000",2003
"1444","23","2","180000",2003
"1444","31","2","279000",2003
"1444","31","2","290000",2003
"1444","31","2","630000",2003
"1444","43","2","370000",2003
"1444","43","2","195000",2003
"1444","43","2","175000",2003
"1444","43","2","400000",2003
"1444","43","2","400000",2003
"1444","43","2","355000",2003
"1444","43","2","190000",2003
"1444","43","2","175000",2003
"1444","43","2","645000",2003
"1444","43","2","254000",2003
"1445","7","2","605000",2003
"1445","7","2","410000",2003
"1445","7","2","420000",2003
"1445","7","2","385000",2003
"1445","7","2","0",2003
"1445","7","2","420000",2003
"1445","7","2","705000",2003
"1445","7","2","440000",2003
"1445","7","2","430000",2003
"1445","7","2","427500",2003
"1445","7","2","625000",2003
"1446","8","2","480000",2003
"1446","8","2","325000",2003
"1446","8","2","572500",2003
"1446","8","2","475000",2003
"1446","8","2","130000",2003
"1446","8","2","515000",2003
"1446","12","2","315000",2003
"1446","12","2","160000",2003
"1446","23","2","565000",2003
"1446","23","2","1400000",2003
"1446","23","2","320000",2003
"1446","23","2","652500",2003
"1446","23","2","560000",2003
"1446","23","2","865000",2003
"1446","23","2","1100000",2003
"1446","23","2","1125000",2003
"1446","23","2","1075000",2003
"1446","23","2","210000",2003
"1446","23","2","375000",2003
"1446","23","2","360000",2003
"1446","23","2","825000",2003
"1446","23","2","230000",2003
"1446","23","2","922000",2003
"1446","23","2","1150000",2003
"1446","23","2","520000",2003
"1446","23","2","840000",2003
"1446","23","2","999000",2003
"1446","23","2","575000",2003
"1446","38","2","1100000",2003
"1446","38","2","750000",2003
"1446","42","2","1775000",2003
"1446","42","2","1625000",2003
"1447","9","2","460000",2003
"1447","9","2","432500",2003
"1447","9","2","225000",2003
"1447","9","2","330000",2003
"1447","9","2","520000",2003
"1447","9","2","725000",2003
"1447","9","2","1940000",2003
"1447","9","2","745000",2003
"1447","9","2","375000",2003
"1447","9","2","395000",2003
"1447","9","2","730000",2003
"1447","9","2","233000",2003
"1447","9","2","415000",2003
"1447","9","2","432500",2003
"1447","9","2","1700000",2003
"1447","9","2","315000",2003
"1447","9","2","1550000",2003
"1447","9","2","450000",2003
"1447","13","2","770000",2003
"1447","13","2","715000",2003
"1447","13","2","650000",2003
"1447","19","2","300000",2003
"1447","19","2","269000",2003
"1447","19","2","322500",2003
"1447","19","2","317000",2003
"1447","19","2","325000",2003
"1447","19","2","310000",2003
"1447","19","2","320000",2003
"1447","19","2","310000",2003
"1448","3","2","605000",2003
"1448","3","2","1000000",2003
"1448","3","2","192000",2003
"1448","3","2","441500",2003
"1448","3","2","625000",2003
"1448","3","2","225000",2003
"1448","3","2","999000",2003
"1448","3","2","701000",2003
"1448","3","2","212000",2003
"1448","3","2","620000",2003
"1448","3","2","305000",2003
"1448","17","2","319500",2003
"1448","17","2","0",2003
"1448","17","2","370000",2003
"1448","17","2","457500",2003
"1448","17","2","412870",2003
"1448","17","2","200500",2003
"1448","17","2","145000",2003
"1448","17","2","390000",2003
"1448","17","2","415000",2003
"1448","17","2","410000",2003
"1448","17","2","445598",2003
"1448","17","2","372500",2003
"1450","1","2","405000",2003
"1450","1","2","320000",2003
"1450","1","2","243000",2003
"1450","1","2","534886",2003
"1450","1","2","265000",2003
"1450","1","2","425000",2003
"1450","1","2","408000",2003
"1450","8","2","125000",2003
"1450","8","2","285000",2003
"1450","8","2","135000",2003
"1450","23","2","445000",2003
"1450","23","2","430000",2003
"1450","23","2","801849",2003
"1450","23","2","240000",2003
"1450","23","2","290000",2003
"1450","23","2","645000",2003
"1450","23","2","937500",2003
"1450","23","2","715000",2003
"1450","23","2","690000",2003
"1450","23","2","485000",2003
"1450","23","2","477000",2003
"1450","23","2","650000",2003
"1450","23","2","413000",2003
"1450","23","2","475000",2003
"1450","23","2","225000",2003
"1450","23","2","225000",2003
"1450","23","2","271606",2003
"1450","23","2","768508",2003
"1450","23","2","385000",2003
"1451","23","2","227000",2003
"1451","23","2","198000",2003
"1451","23","2","350000",2003
"1451","23","2","887500",2003
"1451","23","2","0",2003
"1451","23","2","237000",2003
"1451","23","2","385000",2003
"1451","23","2","705000",2003
"1451","23","2","212500",2003
"1451","23","2","0",2003
"1451","23","2","0",2003
"1451","23","2","215000",2003
"1451","23","2","190000",2003
"1451","31","2","355000",2003
"1451","31","2","215000",2003
"1451","31","2","199500",2003
"1451","31","2","230000",2003
"1451","31","2","410000",2003
"1452","6","2","233000",2003
"1452","6","2","300000",2003
"1452","6","2","235000",2003
"1452","6","2","110000",2003
"1452","6","2","410000",2003
"1452","6","2","378000",2003
"1452","10","2","170000",2003
"1452","10","2","350000",2003
"1452","10","2","0",2003
"1452","10","2","590000",2003
"1452","10","2","445000",2003
"1452","10","2","260000",2003
"1452","19","2","245000",2003
"1453","1","2","330000",2003
"1453","1","2","435000",2003
"1453","1","2","399000",2003
"1453","1","2","3100000",2003
"1453","1","2","350000",2003
"1453","1","2","1075000",2003
"1453","1","2","285000",2003
"1453","1","2","455000",2003
"1453","1","2","0",2003
"1453","1","2","125000",2003
"1453","1","2","425000",2003
"1453","37","2","790000",2003
"1453","37","2","795000",2003
"1453","37","2","775000",2003
"1453","37","2","777000",2003
"1453","37","2","680000",2003
"1453","37","2","787500",2003
