,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,ADDRESS_clean,FullAddress,LAT_LONG,LAT,LONG,YEAR,MONTH
659,1,UPPER EAST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2,1472,33, ,C5,442 EAST 78TH   STREET, ,10075,20,0,20,2554,9000,1928,2,C5,6575000,9/7/17,442 EAST 78TH   STREET,"442 EAST 78TH   STREET New York, NY 10075","(40.7708956,-73.9517565)",40.7708956,-73.9517565,2017,9
699,1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2,1473,20, ,C6,445 EAST 78TH   STREET, ,10075,13,2,15,2554,7016,1910,2,C6,6600000,7/31/17,445 EAST 78TH   STREET,"445 EAST 78TH   STREET New York, NY 10075","(40.771034,-73.951447)",40.771034,-73.951447,2017,7
700,1,UPPER EAST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2,1473,20, ,C6,445 EAST 78TH   STREET, ,10075,0,0,0,0,0,1910,2,C6,6600000,7/31/17,445 EAST 78TH   STREET,"445 EAST 78TH   STREET New York, NY 10075","(40.771034,-73.951447)",40.771034,-73.951447,2017,7
3593,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1584,1011, ,R4,170 EAST END AVENUE,M2DUP,10128,1,0,1,0,0,2005,2,R4,6600000,3/24/17,170 EAST END AVENUE,"170 EAST END AVENUE New York, NY 10128","(40.776021,-73.944264)",40.776021,-73.944264,2017,3
3578,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1577,1416, ,R4,20 EAST END AVENUE,6A,10028,1,0,1,0,0,2014,2,R4,6640158,12/28/17,20 EAST END AVENUE,"20 EAST END AVENUE New York, NY 10028","(40.772345,-73.989691)",40.772345,-73.989691,2017,12
3312,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1539,1591, ,R4,200 EAST 94TH   STREET,PH S,10128,1,0,1,0,0,1986,2,R4,6665152,4/4/17,200 EAST 94TH   STREET,"200 EAST 94TH   STREET New York, NY 10128","(40.783605,-73.949874)",40.783605,-73.949874,2017,4
1875,1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1451,1082, ,R4,300 EAST 77TH STREET,2728B,10075,1,0,1,0,0,0,2,R4,6700000,8/15/17,300 EAST 77TH STREET,"300 EAST 77TH STREET New York, NY 10075","(40.771823,-73.955798)",40.771823,-73.955798,2017,8
2610,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1517,69, ,D4,"1095 PARK AVENUE, 16C", ,10128,0,0,0,0,0,1930,2,D4,6700000,6/15/17,1095 PARK AVENUE,"1095 PARK AVENUE New York, NY 10128","(40.781833,-73.955689)",40.781833,-73.955689,2017,6
1547,1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1400,1069, ,R4,181 EAST 65TH   STREET,21B,10065,1,0,1,0,0,0,2,R4,6750000,6/9/17,181 EAST 65TH   STREET,"181 EAST 65TH   STREET New York, NY 10065","(40.765509,-73.964074)",40.765509,-73.964074,2017,6
2512,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1508,31, ,D4,"179 EAST 79TH STREET, 16AB", ,10075,0,0,0,0,0,1928,2,D4,6750000,6/26/17,179 EAST 79TH STREET,"179 EAST 79TH STREET New York, NY 10075","(40.774684,-73.95764764)",40.774684,-73.95764764,2017,6
199,1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1451,1015, ,R4,300 EAST 77TH STREET,5B,10075,1,0,1,0,0,0,2,R4,6765000,1/26/18,300 EAST 77TH STREET,"300 EAST 77TH STREET New York, NY 10075","(40.771823, -73.955798)",40.771823,-73.955798,2018,1
822,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1389,38, ,D4,"812 PARK AVENUE, 12/13", ,10021,0,0,0,0,0,1927,2,D4,6775000,5/9/17,812 PARK AVENUE,"812 PARK AVENUE New York, NY 10021","(40.772988,-73.962759)",40.772988,-73.962759,2017,5
489,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2B,1631,47, ,C4,168 EAST 104 STREET, ,10029,8,0,8,2523,6704,1910,2,C4,6800000,5/16/17,168 EAST 104 STREET,"168 EAST 104 STREET New York, NY 10029","(40.790578,-73.946691)",40.790578,-73.946691,2017,5
736,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1378,70, ,D4,"825 FIFTH AVENUE, 21B", ,10065,0,0,0,0,0,1927,2,D4,6800000,11/13/17,825 FIFTH AVENUE,"825 FIFTH AVENUE New York, NY 10065","(40.764584,-73.963013)",40.764584,-73.963013,2017,11
1504,1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1395,1218, ,R4,525 PARK AVENUE,6S,10065,1,0,1,0,0,1915,2,R4,6800000,9/6/17,525 PARK AVENUE,"525 PARK AVENUE New York, NY 10065","(40.763874,-73.968801)",40.763874,-73.968801,2017,9
1052,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1412,71, ,D4,"875 PARK AVENUE, 4B", ,10075,0,0,0,0,0,1912,2,D4,6850000,4/5/17,875 PARK AVENUE,"875 PARK AVENUE New York, NY 10075","(40.774615,-73.960956)",40.774615,-73.960956,2017,4
1628,1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1416,1117, ,R4,200 EAST 62ND   STREET,30D,10065,1,0,1,0,0,1967,2,R4,6879708,8/14/17,200 EAST 62ND   STREET,"200 EAST 62ND   STREET New York, NY 10065","(40.76296195,-73.96504414)",40.76296195,-73.96504414,2017,8
2224,1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1526,35, ,C4,226 EAST 81ST STREET, ,10028,20,0,20,2554,9895,1920,2,C4,6900000,12/31/17,226 EAST 81ST STREET,"226 EAST 81ST STREET New York, NY 10028","(40.7749347,-73.9552005)",40.7749347,-73.9552005,2017,12
2199,1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1511,27, ,A4,159 EAST 82ND STREET, ,10028,1,0,1,1572,3420,1899,1,A4,7000000,6/2/17,159 EAST 82ND STREET,"159 EAST 82ND STREET New York, NY 10028","(40.7767591,-73.9567043999999)",40.7767591,-73.9567044,2017,6
2200,1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1511,127, ,A4,161 EAST 82ND STREET, ,10028,1,0,1,1572,3420,1899,1,A4,7000000,6/22/17,161 EAST 82ND STREET,"161 EAST 82ND STREET New York, NY 10028","(40.776696,-73.956676)",40.776696,-73.956676,2017,6
603,1,HARLEM-EAST,29 COMMERCIAL GARAGES                      ,4,1671,25, ,G7,1937 1 AVENUE, ,10029,0,0,0,4000,0,0,4,G7,7100000,11/22/17,1937 1 AVENUE,"1937 1 AVENUE New York, NY 10029","(40.785563,-73.943274)",40.785563,-73.943274,2017,11
1479,1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1375,1288, ,R4,530 PARK AVENUE,16D,10065,1,0,1,0,0,1941,2,R4,7100000,5/18/17,530 PARK AVENUE,"530 PARK AVENUE New York, NY 10065","(40.764249,-73.9694581)",40.764249,-73.9694581,2017,5
2180,1,UPPER EAST SIDE (59-79),22 STORE BUILDINGS                         ,4,1413,154, ,K2,1131 LEXINGTON AVENUE, ,10075,0,2,2,1196,2169,1910,4,K2,7100000,11/28/17,1131 LEXINGTON AVENUE,"1131 LEXINGTON AVENUE New York, NY 10075","(40.774557,-73.959013)",40.774557,-73.959013,2017,11
2476,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1505,1, ,D4,"1120 FIFTH AVENUE, 3C", ,10128,0,0,0,0,0,1925,2,D4,7150000,4/26/17,1120 FIFTH AVENUE,"1120 FIFTH AVENUE New York, NY 10128","(40.780989,-73.95158)",40.780989,-73.95158,2017,4
643,1,UPPER EAST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2A,1397,130, ,C3,167 EAST 62ND   STREET, ,10065,4,0,4,1600,3810,1899,2,C3,7220500,6/13/17,167 EAST 62ND   STREET,"167 EAST 62ND   STREET New York, NY 10065","(40.7638422,-73.96572972)",40.7638422,-73.96572972,2017,6
2453,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1501,33, ,D4,"1100 PARK AVENUE, 10-A", ,10128,0,0,0,0,0,1930,2,D4,7250000,11/6/17,1100 PARK AVENUE,"1100 PARK AVENUE New York, NY 10128","(40.782418,-73.955964)",40.782418,-73.955964,2017,11
813,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1387,69, ,D4,"920 5TH AVENUE, 9B", ,10021,0,0,0,0,0,1922,2,D4,7300000,8/30/17,920 5TH AVENUE,"920 5TH AVENUE New York, NY 10021","(40.7729071,-73.9662464)",40.7729071,-73.9662464,2017,8
3114,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1499,1126, ,R4,12 EAST 88TH   STREET,8A,10128,1,0,1,0,0,1931,2,R4,7366612,8/23/17,12 EAST 88TH   STREET,"12 EAST 88TH   STREET New York, NY 10128","(40.782357,-73.958586)",40.782357,-73.958586,2017,8
1773,1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1423,1322, ,R4,200 EAST 69TH   STREET,PHA,10021,1,0,1,0,0,1991,2,R4,7400000,12/28/17,200 EAST 69TH   STREET,"200 EAST 69TH   STREET New York, NY 10021","(40.767579,-73.961726)",40.767579,-73.961726,2017,12
3133,1,UPPER EAST SIDE (79-96),46 CONDO STORE BUILDINGS                   ,4,1505,1042, ,RK,40 EAST 94TH   STREET,B,10128,0,0,1,0,0,1983,4,RK,7400000,8/31/17,40 EAST 94TH   STREET,"40 EAST 94TH   STREET New York, NY 10128","(40.7856205,-73.9546485)",40.7856205,-73.9546485,2017,8
2205,1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1524,11, ,A9,129 EAST 95TH   STREET, ,10128,1,0,1,1711,3536,1910,1,A9,7450000,8/7/17,129 EAST 95TH   STREET,"129 EAST 95TH   STREET New York, NY 10128","(40.785541,-73.951971)",40.785541,-73.951971,2017,8
3099,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1497,1211, ,R4,60 EAST 86TH   STREET,15FL,10028,1,0,1,0,0,2014,2,R4,7484137,4/6/17,60 EAST 86TH   STREET,"60 EAST 86TH   STREET New York, NY 10028","(40.780475,-73.958311)",40.780475,-73.958311,2017,4
2008,1,UPPER EAST SIDE (59-79),16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,1385,1001, ,R8,11 EAST 70TH   STREET,COM,10021,0,1,1,0,0,1910,2,R8,7500000,7/18/17,11 EAST 70TH   STREET,"11 EAST 70TH   STREET New York, NY 10021","(40.770768,-73.966835)",40.770768,-73.966835,2017,7
3100,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1497,1212, ,R4,60 EAST 86TH   STREET,16FL,10028,1,0,1,0,0,2014,2,R4,7555924,6/30/17,60 EAST 86TH   STREET,"60 EAST 86TH   STREET New York, NY 10028","(40.780475,-73.958311)",40.780475,-73.958311,2017,6
854,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1392,30, ,D4,"71 EAST 77TH, PHN", ,10075,0,0,0,0,0,1928,2,D4,7600000,6/15/17,71 EAST 77TH,"71 EAST 77TH New York, NY 10075","(40.773357,-73.956208)",40.773357,-73.956208,2017,6
1788,1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1429,1177, ,R4,255 EAST 74TH STREET,29A,10021,1,0,1,0,0,2007,2,R4,7600000,7/24/17,255 EAST 74TH STREET,"255 EAST 74TH STREET New York, NY 10021","(40.770325,-73.957633)",40.770325,-73.957633,2017,7
2236,1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1549,30, ,C7,1665 FIRST AVENUE, ,10028,14,2,16,1898,8922,1915,2,C7,7600000,11/14/17,1665 FIRST AVENUE,"1665 FIRST AVENUE New York, NY 10028","(40.776629,-73.953914)",40.776629,-73.953914,2017,11
2556,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1512,1, ,D4,"983 PARK AVENUE, 3C", ,10028,0,0,0,0,0,1927,2,D4,7600000,5/10/17,983 PARK AVENUE,"983 PARK AVENUE New York, NY 10028","(40.7781265,-73.9579785999999)",40.7781265,-73.9579786,2017,5
834,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1390,37, ,D4,"830 PARK AVENUE, 1011B", ,10021,0,0,0,0,0,1913,2,D4,7604236,11/30/17,830 PARK AVENUE,"830 PARK AVENUE New York, NY 10021","(40.7737004,-73.962566)",40.7737004,-73.962566,2017,11
2475,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1504,69, ,D4,"1115 FIFTH AVENUE, 3C", ,10128,0,0,0,0,0,1926,2,D4,7700000,5/9/17,1115 FIFTH AVENUE,"1115 FIFTH AVENUE New York, NY 10128","(42.7976632,-73.9527343)",42.7976632,-73.9527343,2017,5
646,1,UPPER EAST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2,1428,35, ,C5,232 EAST 74TH STREET, ,10021,22,0,22,2554,8312,1920,2,C5,7900000,12/31/17,232 EAST 74TH STREET,"232 EAST 74TH STREET New York, NY 10021","(40.77045,-73.958449)",40.77045,-73.958449,2017,12
3171,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1514,1161, ,R4,151 EAST 85 STREET,15A,10028,1,0,1,0,0,2007,2,R4,7950000,4/10/17,151 EAST 85 STREET,"151 EAST 85 STREET New York, NY 10028","(40.7787889,-73.9556509)",40.7787889,-73.9556509,2017,4
3579,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1577,1418, ,R4,20 EAST END AVENUE,6C,10028,1,0,1,0,0,2014,2,R4,7970861,6/19/17,20 EAST END AVENUE,"20 EAST END AVENUE New York, NY 10028","(40.772345,-73.989691)",40.772345,-73.989691,2017,6
636,1,UPPER EAST SIDE (59-79),02 TWO FAMILY DWELLINGS                    ,1,1422,136, ,B9,232 EAST 68TH   STREET, ,10065,2,0,2,1817,4711,1899,1,B9,8000000,4/3/17,232 EAST 68TH   STREET,"232 EAST 68TH   STREET New York, NY 10065","(40.766613,-73.961403)",40.766613,-73.961403,2017,4
2232,1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1535,25, ,C7,1733 2 AVENUE, ,10128,9,1,10,1875,8050,1920,2,C7,8000000,4/21/17,1733 2 AVENUE,"1733 2 AVENUE New York, NY 10128","(40.78022,-73.950258)",40.78022,-73.950258,2017,4
832,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1390,37, ,D4,"830 PARK AVENUE, 7/8B", ,10021,0,0,0,0,0,1913,2,D4,8050000,12/7/17,830 PARK AVENUE,"830 PARK AVENUE New York, NY 10021","(40.7737004,-73.962566)",40.7737004,-73.962566,2017,12
3600,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1584,1091, ,R4,170 EAST END AVENUE,16C,10128,1,0,1,0,0,2005,2,R4,8050000,7/20/17,170 EAST END AVENUE,"170 EAST END AVENUE New York, NY 10128","(40.776021,-73.944264)",40.776021,-73.944264,2017,7
3610,1,UPPER EAST SIDE (79-96),15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1508,1101, ,R1,155 EAST 79TH   STREET,1,10075,1,0,1,0,0,2013,2,R1,8100000,9/8/17,155 EAST 79TH   STREET,"155 EAST 79TH   STREET New York, NY 10075","(40.774943,-73.958469)",40.774943,-73.958469,2017,9
3582,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1577,1427, ,R4,20 EAST END AVENUE,10A,10028,1,0,1,0,0,2014,2,R4,8140000,12/21/17,20 EAST END AVENUE,"20 EAST END AVENUE New York, NY 10028","(40.772345,-73.989691)",40.772345,-73.989691,2017,12
3580,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1577,1425, ,R4,20 EAST END AVENUE,9B,10028,1,0,1,0,0,2014,2,R4,8145000,5/1/17,20 EAST END AVENUE,"20 EAST END AVENUE New York, NY 10028","(40.772345,-73.989691)",40.772345,-73.989691,2017,5
3585,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1577,1430, ,R4,20 EAST END AVENUE,11A,10028,1,0,1,0,0,2014,2,R4,8159237,3/8/17,20 EAST END AVENUE,"20 EAST END AVENUE New York, NY 10028","(40.772345,-73.989691)",40.772345,-73.989691,2017,3
837,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2C,1391,1, ,D4,"950 FIFTH AVENUE, 10/11", ,10075,0,0,0,0,0,1926,2,D4,8262680,12/20/17,950 FIFTH AVENUE,"950 FIFTH AVENUE New York, NY 10075","(40.7750262,-73.9647975)",40.7750262,-73.9647975,2017,12
610,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1391,8, ,A4,7 EAST 76TH   STREET, ,10021,1,0,1,2507,6860,1923,1,A4,8300000,3/7/17,7 EAST 76TH   STREET,"7 EAST 76TH   STREET New York, NY 10021","(40.7749123,-73.96429748)",40.7749123,-73.96429748,2017,3
2208,1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1564,9, ,A4,417 EAST 84TH   STREET, ,10028,1,0,1,1890,5670,1880,1,A4,8300000,11/27/17,417 EAST 84TH   STREET,"417 EAST 84TH   STREET New York, NY 10028","(40.775304,-73.949446)",40.775304,-73.949446,2017,11
2241,1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1563,23, ,C7,1567 YORK AVENUE, ,10028,8,2,10,1951,7840,1915,2,C7,8300000,10/31/17,1567 YORK AVENUE,"1567 YORK AVENUE New York, NY 10028","(40.7742384,-73.9486798)",40.7742384,-73.9486798,2017,10
2242,1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1563,25, ,C7,1571 YORK AVENUE, ,10028,8,2,10,1951,7395,1880,2,C7,8300000,10/31/17,1571 YORK AVENUE,"1571 YORK AVENUE New York, NY 10028","(40.7743797,-73.9485878999999)",40.7743797,-73.9485879,2017,10
295,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1502,40, ,D4,"1130 PARK AVENUE, PH-A", ,10128,0,0,0,0,0,1927,2,D4,8350000,2/6/18,1130 PARK AVENUE,"1130 PARK AVENUE New York, NY 10128","(40.783174, -73.955328)",40.783174,-73.955328,2018,2
2337,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1492,3, ,D4,"993 FIFTH AVENUE, 5A", ,10028,0,0,0,0,0,1930,2,D4,8350000,5/30/17,993 FIFTH AVENUE,"993 FIFTH AVENUE New York, NY 10028","(42.7976632,-73.9527343)",42.7976632,-73.9527343,2017,5
2348,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1494,1, ,D4,"1010 FIFTH AVENUE, 8B", ,10028,0,0,0,0,0,1925,2,D4,8350000,7/27/17,1010 FIFTH AVENUE,"1010 FIFTH AVENUE New York, NY 10028","(42.7976632,-73.9527343)",42.7976632,-73.9527343,2017,7
3583,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1577,1428, ,R4,20 EAST END AVENUE,10B,10028,1,0,1,0,0,2014,2,R4,8451475,3/29/17,20 EAST END AVENUE,"20 EAST END AVENUE New York, NY 10028","(40.772345,-73.989691)",40.772345,-73.989691,2017,3
833,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1390,37, ,D4,"830 PARK AVENUE, 8/9A", ,10021,0,0,0,0,0,1913,2,D4,8500000,12/13/17,830 PARK AVENUE,"830 PARK AVENUE New York, NY 10021","(40.7737004,-73.962566)",40.7737004,-73.962566,2017,12
1486,1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1384,1111, ,R4,15 EAST 69TH STREET,12A,10021,1,0,1,0,0,0,2,R4,8500000,5/15/17,15 EAST 69TH STREET,"15 EAST 69TH STREET New York, NY 10021","(40.770102,-73.9672326)",40.770102,-73.9672326,2017,5
632,1,UPPER EAST SIDE (59-79),02 TWO FAMILY DWELLINGS                    ,1,1399,101, ,B3,105 EAST 64TH STREET, ,10065,2,0,2,2092,4680,1920,1,B3,8600000,11/30/17,105 EAST 64TH STREET,"105 EAST 64TH STREET New York, NY 10065","(40.7660969999999,-73.967055)",40.766097,-73.967055,2017,11
2477,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1505,1, ,D4,"1120 FIFTH AVENUE, 6B", ,10128,0,0,0,0,0,1925,2,D4,8600000,11/10/17,1120 FIFTH AVENUE,"1120 FIFTH AVENUE New York, NY 10128","(40.780989,-73.95158)",40.780989,-73.95158,2017,11
3001,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1582,23, ,D4,"120 EAST END AVENUE, 10B", ,10028,0,0,0,0,0,1931,2,D4,8600000,7/27/17,120 EAST END AVENUE,"120 EAST END AVENUE New York, NY 10028","(40.7745656,-73.9455571)",40.7745656,-73.9455571,2017,7
3101,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1497,1213, ,R4,60 EAST 86TH   STREET,17FL,10028,1,0,1,0,0,2014,2,R4,8604212,4/27/17,60 EAST 86TH   STREET,"60 EAST 86TH   STREET New York, NY 10028","(40.780475,-73.958311)",40.780475,-73.958311,2017,4
809,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1387,69, ,D4,"920 FIFTH AVENUE, 14B", ,10021,0,0,0,0,0,1922,2,D4,8675000,6/1/17,920 FIFTH AVENUE,"920 FIFTH AVENUE New York, NY 10021","(40.768823,-73.960257)",40.768823,-73.960257,2017,6
44,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1387,69, ,D4,"920 FIFTH AVENUE, 7B", ,10021,0,0,0,0,0,1922,2,D4,8750000,1/26/18,920 FIFTH AVENUE,"920 FIFTH AVENUE New York, NY 10021","(40.768823, -73.960257)",40.768823,-73.960257,2018,1
864,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1393,33, ,D4,"888 PARK AVENUE, PHA", ,10075,0,0,0,0,0,1926,2,D4,8750000,7/17/17,888 PARK AVENUE,"888 PARK AVENUE New York, NY 10075","(40.7752951,-73.9612618)",40.7752951,-73.9612618,2017,7
3589,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1577,1438, ,R4,20 EAST END AVENUE,15A,10028,1,0,1,0,0,2014,2,R4,8767132,3/23/17,20 EAST END AVENUE,"20 EAST END AVENUE New York, NY 10028","(40.772345,-73.989691)",40.772345,-73.989691,2017,3
2195,1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1504,164, ,A4,8 EAST 93RD STREET, ,10128,1,0,1,1963,4501,1899,1,A4,8900000,8/1/17,8 EAST 93RD STREET,"8 EAST 93RD STREET New York, NY 10128","(40.78548525,-73.95649823)",40.78548525,-73.95649823,2017,8
370,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1499,1138, ,R4,12 EAST 88TH   STREET,PH12A,10128,1,0,1,0,0,1931,2,R4,9000000,1/26/18,12 EAST 88TH   STREET,"12 EAST 88TH   STREET New York, NY 10128","(40.782357, -73.958586)",40.782357,-73.958586,2018,1
2328,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1491,1, ,D4,"980 FIFTH AVENUE, 11A", ,10075,0,0,0,0,0,1966,2,D4,9000000,5/4/17,980 FIFTH AVENUE,"980 FIFTH AVENUE New York, NY 10075","(40.7770753,-73.963133)",40.7770753,-73.963133,2017,5
254,1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1553,32, ,C1,350 EAST 91ST STREET, ,10128,20,0,20,2516,9760,1920,2,C1,9075000,2/26/18,350 EAST 91ST STREET,"350 EAST 91ST STREET New York, NY 10128","(40.7801254, -73.9477613999999)",40.7801254,-73.9477614,2018,2
2227,1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1530,21, ,C7,1619 2 AVENUE, ,10028,11,1,12,2218,8468,1988,2,C7,9100000,7/20/17,1619 2 AVENUE,"1619 2 AVENUE New York, NY 10028","(40.776779,-73.952904)",40.776779,-73.952904,2017,7
3591,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1577,1440, ,R4,20 EAST END AVENUE,16A,10028,1,0,1,0,0,2014,2,R4,9103155,3/30/17,20 EAST END AVENUE,"20 EAST END AVENUE New York, NY 10028","(40.772345,-73.989691)",40.772345,-73.989691,2017,3
3092,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1497,1204, ,R4,60 EAST 86TH   STREET,5FL,10028,1,0,1,0,0,2014,2,R4,9164250,3/10/17,60 EAST 86TH   STREET,"60 EAST 86TH   STREET New York, NY 10028","(40.780475,-73.958311)",40.780475,-73.958311,2017,3
721,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1376,15, ,D4,"21 EAST 61 STREET, 12B", ,10065,0,0,0,0,0,1951,2,D4,9175000,9/18/17,21 EAST 61 STREET,"21 EAST 61 STREET New York, NY 10065","(40.765098,-73.970843)",40.765098,-73.970843,2017,9
3597,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1584,1073, ,R4,170 EAST END AVENUE,10C/D,10128,1,0,1,0,0,2005,2,R4,9237500,5/9/17,170 EAST END AVENUE,"170 EAST END AVENUE New York, NY 10128","(40.776021,-73.944264)",40.776021,-73.944264,2017,5
3093,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1497,1205, ,R4,60 EAST 86TH   STREET,6FL,10028,1,0,1,0,0,2014,2,R4,9250000,3/9/17,60 EAST 86TH   STREET,"60 EAST 86TH   STREET New York, NY 10028","(40.780475,-73.958311)",40.780475,-73.958311,2017,3
